customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date
SYNID0200579641,CA,QC,GATINEAU,9212,1.0,1.0,2024-02-09,2024-08-01
SYNID0200579684,CA,ON,MISSISSAUGA,9953,2.0,174388.0,1998-07-14,1998-08-04
SYNID0200579742,CA,AB,EDMONTON,7215,1.0,88549.0,2020-07-19,
SYNID0200580152,CA,,other,7752,0.0,,2018-07-27,2018-08-27
SYNID0200580207,CA,ON,SARNIA,7215,1.0,,2015-08-09,
SYNID0200580298,CA,ON,BOWMANVILLE,7292,0.0,0.0,2014-03-28,2014-08-04
SYNID0200580400,CA,ON,NORTH BAY,Other,0.0,0.0,2024-02-23,2024-05-25
SYNID0200580723,CA,BC,PRINCE GEORGE,7759,1.0,0.0,2024-01-25,2024-09-16
SYNID0200580793,CA,,other,4564,1.0,297234.0,,2020-02-21
SYNID0200580801,CA,BC,VICTORIA,7215,1.0,61845.0,2005-01-13,2017-11-04
SYNID0200580817,CA,ON,MISSISSAUGA,7721,1.0,,2007-07-18,2007-08-08
SYNID0200581005,CA,,other,4226,2.0,175724.0,,2010-12-22
SYNID0200581060,CA,,other,7215,1.0,0.0,2019-02-07,
SYNID0200581110,CA,AB,AIRDRIE,Other,1.0,1489387.0,2004-04-28,2021-08-05
SYNID0200581132,CA,,other,7215,1.0,0.0,2021-04-17,2021-11-18
SYNID0200581279,CA,ON,PICKERING,Other,2.0,176539.0,2011-11-29,2011-12-11
SYNID0200581632,CA,ON,CARP,5639,,5329739.0,2021-11-19,2021-12-05
SYNID0200581648,CA,,other,7215,1.0,0.0,2022-02-06,2022-09-18
SYNID0200581943,CA,ON,OTTAWA,8653,1.0,0.0,2023-05-05,2024-03-09
SYNID0200582122,CA,ON,OWEN SOUND,4564,1.0,0.0,2021-12-16,2021-12-27
SYNID0200582459,CA,ON,BRAMPTON,0919,1.0,0.0,2022-07-14,2022-11-22
SYNID0200582577,CA,ON,STONEY CREEK,9942,0.0,0.0,2013-06-28,2013-12-01
SYNID0200582794,CA,ON,SCARBOROUGH,7215,1.0,1.0,2015-06-06,2016-03-07
SYNID0200582914,CA,BC,SURREY,8652,8.0,1705415.0,1994-07-02,
SYNID0200582957,CA,,other,7215,1.0,0.0,,2023-11-14
SYNID0200583453,CA,,other,4272,1.0,0.0,2023-02-20,2024-02-12
SYNID0200583678,CA,,other,4022,1.0,61418.0,2013-05-30,2013-11-24
SYNID0200584054,CA,BC,VANCOUVER,7799,10.0,1188663.0,1997-01-29,2003-06-22
SYNID0200584359,CA,,other,7292,0.0,0.0,2022-02-27,2022-12-17
SYNID0200584432,CA,ON,STITTSVILLE,Other,1.0,64081.0,2018-05-18,2018-09-11
SYNID0200584506,CA,ON,CAMBRIDGE,7215,1.0,0.0,2021-08-28,2021-10-08
SYNID0200584732,CA,ON,TORONTO,8653,1.0,220068.0,2016-08-25,2016-12-15
SYNID0200584860,CA,,other,4561,1.0,602573.0,2022-12-18,2022-12-31
SYNID0200584910,CA,,other,9799,1.0,96405.0,2000-09-12,2000-10-16
SYNID0200584932,CA,BC,VICTORIA,7215,2.0,1.0,1986-01-16,2001-05-06
SYNID0200585065,CA,AB,EDMONTON,Other,0.0,,2018-09-13,2018-10-01
SYNID0200585299,CA,,other,Other,0.0,0.0,2006-12-11,2006-12-21
SYNID0200585337,CA,QC,TERREBONNE,7761,2.0,196977.0,2022-12-03,2024-01-06
SYNID0200585503,CA,,other,8635,,342615.0,2002-12-29,2002-12-08
SYNID0200585529,CA,ON,SUDBURY,Other,0.0,0.0,2018-01-03,2020-03-16
SYNID0200585697,CA,AB,CALGARY,8649,2.0,0.0,2021-07-02,2021-10-16
SYNID0200585983,CA,,other,Other,0.0,0.0,1999-03-31,1993-11-29
SYNID0200586033,CA,,other,7771,1.0,,2010-10-24,2008-10-07
SYNID0200586068,CA,NS,BEDFORD,4581,1.0,0.0,2023-11-29,2023-12-24
SYNID0200586134,CA,,other,9631,1.0,,2009-12-10,
SYNID0200586324,CA,NL,ST. JOHN'S,7721,2.0,0.0,2019-02-17,2021-04-15
SYNID0200586680,CA,ON,NORTH YORK,7759,1.0,40189.0,2018-05-19,2018-09-12
SYNID0200586682,CA,,other,7215,0.0,105548.0,2016-10-19,2016-11-07
SYNID0200586748,CA,ON,GUELPH,7799,1.0,181771.0,2003-02-10,2003-12-17
SYNID0200586783,CA,ON,BRAMPTON,4239,1.0,0.0,2022-07-03,2022-11-20
SYNID0200586908,CA,BC,VANCOUVER,4799,1.0,0.0,2023-01-20,2023-05-06
SYNID0200587205,CA,,other,7749,1.0,0.0,2012-12-20,2012-12-25
SYNID0200587246,CA,,other,8652,0.0,0.0,2021-08-13,2021-12-22
SYNID0200587688,CA,MB,WINNIPEG,4839,,0.0,,2023-11-01
SYNID0200587740,CA,AB,CALGARY,7511,0.0,0.0,2023-05-06,2024-10-12
SYNID0200587811,CA,BC,NORTH VANCOUVER,7771,1.0,0.0,2022-06-21,2023-07-05
SYNID0200588105,CA,,other,9641,5.0,0.0,2024-10-23,
SYNID0200588151,CA,BC,SURREY,Other,1.0,0.0,1994-04-26,1994-08-27
SYNID0200588351,CA,BC,SURREY,9713,1.0,19193.0,2018-02-03,2019-09-23
SYNID0200588379,CA,,other,4278,1.0,400913.0,2021-10-07,2020-05-01
SYNID0200588418,CA,,other,Other,1.0,0.0,2022-04-13,2022-05-31
SYNID0200588681,CA,ON,KITCHENER,8599,3.0,97489.0,2021-01-20,2021-06-23
SYNID0200588703,CA,BC,LANGLEY,9214,1.0,95292.0,2009-12-11,2017-10-26
SYNID0200588704,CA,ON,THUNDER BAY,Other,1.0,111088.0,2016-11-27,2020-10-11
SYNID0200588817,CA,BC,NEW WESTMINSTER,4013,,0.0,2024-01-22,2024-09-08
SYNID0200588854,CA,BC,RICHMOND,8652,0.0,87965.0,2014-08-27,2013-08-17
SYNID0200589004,CA,BC,ABBOTSFORD,8635,1.0,14835.0,2017-12-23,
SYNID0200589205,CA,ON,DUNDAS,8651,2.0,44934.0,2019-02-02,2022-10-17
SYNID0200589256,CA,,other,Other,0.0,0.0,2006-11-03,2006-12-19
SYNID0200589267,CA,ON,BROCKVILLE,4013,5.0,1141845.0,2004-02-19,
SYNID0200589318,CA,BC,RICHMOND,9214,4.0,450028.0,2017-01-15,2018-03-15
SYNID0200589412,CA,BC,KELOWNA,9659,,0.0,2021-09-14,2021-09-21
SYNID0200589621,CA,ON,BRAMPTON,8671,1.0,,2003-03-10,2003-09-18
SYNID0200590184,CA,,other,8651,3.0,1317683.0,2008-06-29,2008-07-23
SYNID0200590188,CA,ON,NORTH YORK,Other,6.0,580547.0,2020-02-19,
SYNID0200590207,CA,BC,VICTORIA,8651,1.0,290612.0,2001-06-17,2024-01-20
SYNID0200590514,CA,ON,TORONTO,9611,1.0,0.0,2020-03-12,2020-06-03
SYNID0200590620,CA,BC,BURNABY,6031,1.0,0.0,2021-05-27,2021-08-06
SYNID0200590659,CA,ON,MARKHAM,7215,3.0,35043.0,2016-07-28,
SYNID0200590688,CA,NL,ST. JOHN'S,Other,0.0,0.0,1976-12-17,2024-01-29
SYNID0200590894,CA,ON,OTTAWA,4219,1.0,,2021-12-31,2022-01-01
SYNID0200590931,CA,ON,SCARBOROUGH,8653,1.0,568432.0,2011-01-23,2011-09-19
SYNID0200590966,CA,ON,BRAMPTON,Other,1.0,95580.0,1994-07-29,1993-06-08
SYNID0200590998,CA,,other,7292,0.0,28905.0,2012-04-01,
SYNID0200591017,CA,ON,ORLEANS,7292,2.0,1.0,2023-02-01,2023-04-17
SYNID0200591071,CA,,other,6012,1.0,,2005-09-26,2005-10-26
SYNID0200591220,CA,ON,NEW LISKEARD,7215,0.0,0.0,2010-01-25,2010-08-28
SYNID0200591329,CA,MB,WINNIPEG,7771,0.0,1271020.0,2017-07-19,2017-11-02
SYNID0200591513,CA,NB,FREDERICTON,7215,5.0,2225015.0,2020-05-05,2020-07-08
SYNID0200591527,CA,,other,4561,35.0,853938.0,2018-11-18,2018-12-12
SYNID0200591686,CA,,other,0211,1.0,7630.0,2021-04-01,2024-12-30
SYNID0200591903,CA,MB,WINNIPEG,4224,,1296523.0,2017-02-26,2018-08-03
SYNID0200591963,CA,BC,SURREY,7771,1.0,0.0,2024-02-12,2024-12-27
SYNID0200592003,CA,,other,7712,1.0,0.0,2022-05-12,2024-04-15
SYNID0200592201,CA,ON,ANCASTER,0112,0.0,0.0,1998-07-08,2022-02-13
SYNID0200592205,CA,ON,WHITBY,7771,0.0,3613.0,2016-10-22,
SYNID0200592271,CA,BC,DELTA,Other,1.0,24737.0,2013-02-01,
SYNID0200592448,CA,ON,OWEN SOUND,9949,0.0,380607.0,2016-04-30,2016-05-10
SYNID0200592615,CA,ON,OTTAWA,7761,1.0,0.0,2019-09-30,2019-11-20
SYNID0200592689,CA,BC,SURREY,4013,1.0,0.0,2017-05-26,2017-07-13
SYNID0200592777,CA,ON,TORONTO,7215,2.0,,2017-10-18,2019-05-21
SYNID0200592858,CA,AB,CALGARY,7771,1.0,1.0,2020-12-20,2021-06-01
SYNID0200593154,CA,ON,BARRIE,7759,2.0,1478512.0,2014-04-19,2014-08-31
SYNID0200593427,CA,,other,7215,0.0,0.0,1996-11-09,1998-11-17
SYNID0200593669,CA,,other,8649,2.0,0.0,1997-01-18,1997-10-10
SYNID0200593692,CA,ON,OAKVILLE,9211,0.0,,2010-08-18,2011-12-30
SYNID0200593915,CA,,other,Other,,0.0,2024-08-03,2024-12-20
SYNID0200593995,CA,NS,DARTMOUTH,4219,1.0,,2002-06-30,2001-11-08
SYNID0200594329,CA,ON,BRADFORD,7292,1.0,,1999-09-18,2004-06-21
SYNID0200594442,CA,BC,SURREY,4299,1.0,181867.0,2018-05-14,2021-08-27
SYNID0200594465,CA,ON,OTTAWA,7611,2.0,0.0,1989-02-01,1992-09-01
SYNID0200594668,CA,BC,SURREY,9949,10.0,1321268.0,2019-09-16,2019-12-12
SYNID0200595046,CA,ON,WHITBY,7761,1.0,,2002-11-03,2002-12-04
SYNID0200595110,CA,ON,BRAMPTON,4561,0.0,67155.0,2003-06-19,2003-09-17
SYNID0200595145,CA,ON,NEW LISKEARD,7771,3.0,261782.0,2021-09-25,2024-11-05
SYNID0200595180,CA,ON,BRADFORD,7722,2.0,464863.0,2022-06-07,2023-07-08
SYNID0200595408,CA,,other,0119,10.0,760133.0,2017-07-02,2017-10-24
SYNID0200595791,CA,ON,TORONTO,7512,2.0,548831.0,2008-10-12,2011-02-21
SYNID0200595822,CA,,other,4219,2.0,,1985-05-16,2000-02-04
SYNID0200595884,CA,,other,6541,1.0,0.0,2022-04-14,2022-05-18
SYNID0200595959,CA,,other,7599,,602421.0,1998-01-31,2000-05-27
SYNID0200595968,CA,,other,8669,2.0,,2012-04-28,2012-10-19
SYNID0200596115,CA,ON,SUDBURY,7292,0.0,0.0,2024-03-25,
SYNID0200596349,CA,,other,5219,2.0,132336.0,2017-02-23,2017-05-15
SYNID0200596443,CA,ON,PERTH,4261,1.0,0.0,2020-06-11,2020-07-03
SYNID0200596480,CA,QC,GATINEAU,9611,0.0,0.0,1992-02-10,1994-08-07
SYNID0200596493,CA,,other,Other,1.0,0.0,2022-10-20,2022-12-11
SYNID0200596504,CA,BC,VANCOUVER,4569,1.0,242921.0,2012-06-15,2015-02-06
SYNID0200596683,CA,BC,PORT MOODY,7742,1.0,231620.0,2016-12-27,2015-04-25
SYNID0200596764,CA,BC,KAMLOOPS,8599,1.0,296828.0,,2022-07-30
SYNID0200596890,CA,,other,0112,,,2021-03-20,2022-04-23
SYNID0200597133,CA,ON,SCARBOROUGH,6031,1.0,105770.0,2020-11-03,2020-12-19
SYNID0200597212,CA,AB,RED DEER,Other,4.0,84806.0,2003-04-18,2003-05-25
SYNID0200597244,CA,,other,5999,50.0,,2022-12-28,2022-12-31
SYNID0200597246,CA,ON,MISSISSAUGA,7721,0.0,0.0,2001-12-11,2001-12-12
SYNID0200597295,CA,ON,OSHAWA,7721,2.0,81297.0,2014-08-01,2014-09-14
SYNID0200597812,CA,BC,NORTH VANCOUVER,Other,1.0,,2018-01-31,2018-07-20
SYNID0200597841,CA,AB,CALGARY,4013,1.0,238284.0,2013-12-06,
SYNID0200597884,CA,,other,4013,1.0,,1983-12-30,1997-02-04
SYNID0200597951,CA,,other,Other,1.0,0.0,2015-07-03,2015-12-19
SYNID0200598051,CA,AB,CALGARY,4013,0.0,,2016-01-20,2017-02-02
SYNID0200598099,CA,,other,7292,0.0,0.0,2024-05-04,2024-10-20
SYNID0200598140,CA,,other,7215,1.0,9238025.0,2016-01-27,2021-07-14
SYNID0200598200,CA,,other,8599,1.0,330934.0,2010-04-03,2010-08-25
SYNID0200598482,CA,,other,7215,2.0,,2015-11-10,2021-07-08
SYNID0200598771,CA,,other,9631,1.0,0.0,2021-10-31,2021-12-16
SYNID0200598779,CA,BC,SURREY,8651,2.0,327490.0,2021-06-14,2021-07-21
SYNID0200598892,CA,ON,NORTH YORK,9712,1.0,91012.0,2001-10-27,2001-11-15
SYNID0200599099,CA,AB,CALGARY,Other,0.0,0.0,2019-07-05,2019-11-14
SYNID0200599186,CA,,other,9811,1.0,60444.0,2020-07-14,2019-06-01
SYNID0200599266,CA,ON,ETOBICOKE,4219,1.0,50570.0,,2020-12-31
SYNID0200599512,CA,AB,CALGARY,Other,0.0,323624.0,1994-04-22,1993-12-25
SYNID0200599525,CA,ON,TORONTO,7712,7.0,376379.0,1986-03-21,1996-01-16
SYNID0200599866,CA,,other,Other,1.0,225501.0,2004-09-25,2004-10-14
SYNID0200600003,CA,ON,TORONTO,9212,1.0,0.0,2024-05-25,2024-07-24
SYNID0200600012,CA,AB,CALGARY,Other,,263988.0,2001-05-23,
SYNID0200600250,CA,,other,7292,0.0,0.0,2015-06-30,2019-11-14
SYNID0200600262,CA,,other,4112,1.0,120707.0,2006-09-20,2016-10-28
SYNID0200600447,CA,,other,9999,0.0,0.0,2016-08-28,2017-11-28
SYNID0200600449,CA,ON,ST CATHARINES,7611,1.0,,1998-01-27,1997-12-24
SYNID0200600469,CA,ON,TORONTO,7771,0.0,92332.0,1999-08-11,1999-10-14
SYNID0200600534,CA,ON,NORTH BAY,9641,4.0,0.0,2023-09-12,2023-11-08
SYNID0200600541,CA,ON,TORONTO,2542,2.0,0.0,2024-01-23,2024-03-21
SYNID0200600546,CA,ON,NEWMARKET,8653,,318644.0,2004-01-16,2011-05-15
SYNID0200600644,CA,ON,TORONTO,Other,1.0,1.0,2014-12-18,2021-12-04
SYNID0200600784,CA,,other,9712,1.0,141230.0,2011-05-04,2011-07-30
SYNID0200600801,CA,ON,NEWMARKET,4013,1.0,0.0,2021-09-07,2021-11-25
SYNID0200600945,CA,,other,0112,2.0,115313.0,2008-07-31,2015-03-22
SYNID0200601172,CA,ON,TORONTO,7215,0.0,47430.0,2010-04-09,2014-04-14
SYNID0200601187,CA,ON,EAST YORK,0919,2.0,,2024-06-11,2024-10-27
SYNID0200601216,CA,,other,4589,2.0,258955.0,2004-11-27,2004-08-21
SYNID0200601239,CA,,other,Other,2.0,1091639.0,2013-08-05,2013-09-22
SYNID0200601582,CA,,other,7742,0.0,0.0,2018-01-21,2018-02-12
SYNID0200601854,CA,BC,SURREY,7512,2.0,0.0,2024-03-30,2024-11-17
SYNID0200601997,CA,,other,7215,1.0,66782.0,2023-09-10,2023-11-14
SYNID0200602022,CA,,other,4561,1.0,,2022-06-28,2022-08-04
SYNID0200602216,CA,BC,SURREY,9712,1.0,259125.0,2000-06-23,2000-07-02
SYNID0200602279,CA,NS,HALIFAX,4561,1.0,4613.0,2019-11-07,2021-04-08
SYNID0200602416,CA,BC,CAMPBELL RIVER,9711,2.0,0.0,2006-01-08,2006-09-26
SYNID0200602456,CA,ON,BRAMPTON,7741,1.0,124228.0,2005-12-25,2013-04-07
SYNID0200602761,CA,ON,KINGSTON,4275,1.0,0.0,2023-05-16,2024-12-16
SYNID0200602971,CA,ON,ETOBICOKE,4561,1.0,39145.0,2011-10-05,2023-11-09
SYNID0200603116,CA,,other,8652,1.0,44942.0,2017-01-27,2018-09-30
SYNID0200603212,CA,ON,MISSISSAUGA,7771,,,2010-07-18,2015-10-21
SYNID0200603242,CA,ON,TORONTO,4561,,0.0,2019-04-22,2019-09-17
SYNID0200603360,CA,AB,CALGARY,7752,0.0,0.0,2004-11-17,2005-03-08
SYNID0200603409,CA,,other,0141,2.0,0.0,2022-04-04,2022-12-27
SYNID0200603722,CA,,other,Other,0.0,0.0,1989-01-15,1992-05-18
SYNID0200603733,CA,ON,TORONTO,3199,1.0,685559.0,2021-01-15,2021-12-14
SYNID0200603975,CA,AB,CALGARY,4561,2.0,0.0,2024-11-05,2024-12-18
SYNID0200604131,CA,,other,7761,3.0,0.0,2023-07-02,2023-11-24
SYNID0200604188,CA,,other,4231,4.0,76068.0,2014-05-06,
SYNID0200604221,CA,ON,PICKERING,6921,1.0,1.0,2011-09-20,2011-10-08
SYNID0200604381,CA,,other,6596,2.0,256985.0,2011-01-12,2010-09-27
SYNID0200604499,CA,ON,DUNDAS,7721,1.0,1.0,2023-11-10,2023-11-30
SYNID0200604591,CA,PE,CHARLOTTETOWN,7512,,0.0,2017-11-03,2017-11-10
SYNID0200604603,CA,AB,CALGARY,7215,2.0,120329.0,2000-06-19,2000-10-15
SYNID0200604615,CA,ON,CARP,4561,1.0,154934.0,2004-10-17,
SYNID0200604691,CA,,other,6399,1.0,0.0,,
SYNID0200605005,CA,ON,OAKVILLE,0171,1.0,0.0,2021-03-14,2021-12-26
SYNID0200605134,CA,ON,LONDON,7721,,0.0,2023-03-15,2023-07-05
SYNID0200605338,CA,,other,7761,4.0,531434.0,2017-03-16,2018-04-14
SYNID0200605381,CA,ON,SCARBOROUGH,9712,,0.0,1999-04-17,
SYNID0200605461,CA,,other,7761,1.0,205414.0,2008-08-05,2008-09-20
SYNID0200605534,CA,ON,OSHAWA,7292,1.0,,2002-10-12,2003-03-23
SYNID0200605636,CA,ON,HAMILTON,Other,,0.0,2021-10-05,2021-12-20
SYNID0200605673,CA,NS,HALIFAX,0119,1.0,0.0,2024-11-10,2024-12-21
SYNID0200605700,CA,,other,7611,0.0,0.0,2016-09-29,2016-11-07
SYNID0200605722,CA,,other,4411,2.0,,,2024-10-03
SYNID0200605744,CA,,other,Other,0.0,,1976-01-12,1992-08-22
SYNID0200605899,CA,ON,TORONTO,0511,1.0,0.0,2024-07-26,2024-12-16
SYNID0200606169,CA,NB,FREDERICTON,Other,1.0,222908.0,2010-08-04,2020-03-07
SYNID0200606242,CA,,other,Other,2.0,191101.0,2009-10-15,2021-08-25
SYNID0200606438,CA,QC,MONTREAL,4229,6.0,391067.0,2007-02-08,2007-10-26
SYNID0200606441,CA,ON,WHITBY,Other,1.0,0.0,1995-12-31,1996-01-01
SYNID0200606521,CA,AB,CALGARY,7771,2.0,223075.0,2009-05-21,2010-06-06
SYNID0200606572,CA,AB,OKOTOKS,4564,0.0,0.0,1991-09-12,1992-02-06
SYNID0200606632,CA,ON,TORONTO,7722,1.0,0.0,2022-03-24,
SYNID0200607152,CA,,other,Other,1.0,0.0,,2013-08-17
SYNID0200607223,CA,NL,ST. JOHN'S,4561,1.0,300025.0,2004-11-25,2004-12-30
SYNID0200607379,CA,ON,WOODSTOCK,7761,5.0,239142.0,2012-08-24,2012-10-15
SYNID0200607450,CA,,other,4561,1.0,2047580.0,,2016-02-26
SYNID0200607459,CA,ON,BRAMPTON,7215,2.0,,2024-10-04,2024-10-18
SYNID0200607545,CA,,other,4013,1.0,1.0,2008-01-27,2008-02-22
SYNID0200607748,CA,ON,TORONTO,9861,,0.0,1997-12-22,1996-05-10
SYNID0200607871,CA,ON,MARKHAM,7721,,0.0,2021-03-21,2021-09-02
SYNID0200607929,CA,,other,8653,15.0,2193596.0,2020-09-29,2020-11-09
SYNID0200608038,CA,ON,OTTAWA,Other,2.0,,2010-02-22,2018-06-11
SYNID0200608136,CA,,other,8132,2.0,0.0,2021-07-18,2021-08-31
SYNID0200608423,CA,,other,0112,1.0,0.0,2021-09-04,2021-12-13
SYNID0200608424,CA,,other,4013,1.0,0.0,2023-10-11,
SYNID0200608559,CA,BC,NORTH VANCOUVER,6412,5.0,1067008.0,2013-06-25,2011-03-25
SYNID0200608592,CA,ON,NORTH YORK,7771,1.0,388118.0,2012-05-29,2021-05-17
SYNID0200608640,CA,ON,TORONTO,4561,1.0,45327.0,2008-02-09,2023-03-02
SYNID0200608663,CA,,other,5639,1.0,0.0,,2025-07-07
SYNID0200608686,CA,ON,OAKVILLE,7611,4.0,571046.0,1985-03-02,2024-04-10
SYNID0200608744,CA,,other,Other,0.0,,1973-02-17,2012-06-27
SYNID0200608788,CA,,other,8666,1.0,644111.0,2012-10-08,
SYNID0200608818,CA,BC,WEST KELOWNA,Other,0.0,0.0,1999-03-11,1999-06-24
SYNID0200609149,CA,ON,BRAMPTON,4561,1.0,,2009-05-13,2010-01-15
SYNID0200609213,CA,AB,CALGARY,4561,1.0,1.0,2019-11-07,2023-06-03
SYNID0200609331,CA,ON,BRAMPTON,8653,1.0,,2024-07-20,2024-07-25
SYNID0200609350,CA,,other,4011,2.0,268321.0,2022-01-30,2024-01-31
SYNID0200609471,CA,ON,STRATFORD,4299,1.0,,2018-01-01,2018-11-28
SYNID0200609684,CA,BC,SURREY,Other,0.0,0.0,2018-11-04,2018-11-21
SYNID0200609730,CA,,other,4261,0.0,0.0,2001-11-23,2021-03-12
SYNID0200610128,CA,QC,other,4561,1.0,100293.0,2018-05-08,2021-06-24
SYNID0200610215,CA,ON,PETERBOROUGH,4278,1.0,90643.0,2013-11-03,2014-09-30
SYNID0200610310,CA,ON,AJAX,9659,0.0,0.0,1958-12-19,2000-01-14
SYNID0200610530,CA,ON,OTTAWA,8651,1.0,28295.0,2016-07-22,2022-06-18
SYNID0200610768,CA,BC,KELOWNA,7215,1.0,,2021-03-10,2021-05-17
SYNID0200610972,CA,,other,4499,0.0,0.0,2015-03-21,2016-01-01
SYNID0200611043,CA,ON,AURORA,Other,0.0,0.0,2016-04-12,2017-12-30
SYNID0200611101,CA,ON,MISSISSAUGA,6399,,1319547.0,2022-05-27,2024-09-15
SYNID0200611142,CA,,other,4499,2.0,0.0,2021-06-01,2021-07-29
SYNID0200611182,CA,ON,TORONTO,,4.0,,,2019-08-08
SYNID0200611270,CA,ON,NORTH YORK,Other,0.0,0.0,2024-12-29,2024-12-30
SYNID0200611492,CA,ON,CONCORD,7611,1.0,,2017-04-02,2019-03-18
SYNID0200611648,CA,,other,Other,1.0,0.0,2023-03-16,2023-07-01
SYNID0200611893,CA,AB,CALGARY,7215,1.0,46493.0,2001-03-22,2004-03-18
SYNID0200611939,CA,ON,BRAMPTON,9959,1.0,63333.0,2021-09-27,2023-06-04
SYNID0200612015,CA,,other,9953,,224802.0,2017-12-16,2010-08-06
SYNID0200612182,CA,,other,9214,1.0,167650.0,2020-09-18,
SYNID0200612364,CA,ON,PETERBOROUGH,7511,2.0,135664.0,1987-01-18,2023-12-31
SYNID0200612441,CA,ON,RICHMOND HILL,4581,2.0,0.0,2024-02-01,2024-07-07
SYNID0200612569,CA,AB,CHESTERMERE,4561,4.0,528002.0,2021-11-20,2021-12-28
SYNID0200612614,CA,ON,KANATA,7771,1.0,0.0,2021-12-04,2021-12-09
SYNID0200612625,CA,ON,HAMILTON,7799,1.0,0.0,2022-09-05,2022-09-15
SYNID0200612768,CA,ON,HAMILTON,7739,1.0,172142.0,2019-06-16,2024-07-24
SYNID0200612819,CA,ON,KANATA,8651,2.0,106988.0,2007-03-29,
SYNID0200612839,CA,,other,4219,5.0,1323547.0,2010-04-11,2012-06-22
SYNID0200613155,CA,,other,Other,0.0,0.0,1992-12-28,
SYNID0200613218,CA,BC,KELOWNA,8652,2.0,0.0,2024-05-14,2024-12-21
SYNID0200613264,CA,AB,COCHRANE,7215,0.0,70232.0,,2016-09-01
SYNID0200613373,CA,ON,MARKHAM,7712,2.0,0.0,2021-11-13,2021-11-14
SYNID0200613411,CA,,other,7611,1.0,1.0,2017-08-10,2017-08-28
SYNID0200613473,CA,,other,6012,65.0,14677482.0,2002-03-31,1902-02-12
SYNID0200613807,CA,AB,EDMONTON,7752,1.0,47668.0,2014-01-19,2014-08-22
SYNID0200613835,CA,,other,Other,2.0,337010.0,1990-04-02,1993-10-27
SYNID0200613948,CA,ON,OAKVILLE,Other,1.0,0.0,2023-06-04,2023-07-21
SYNID0200614177,CA,BC,VICTORIA,8652,3.0,701709.0,2008-02-04,
SYNID0200614510,CA,,other,5219,1.0,110390.0,2011-02-07,2011-11-24
SYNID0200614756,CA,ON,DUNDAS,6031,1.0,0.0,2022-07-10,2022-08-29
SYNID0200614804,CA,SK,REGINA,8661,1.0,0.0,2018-11-03,2018-11-22
SYNID0200614843,CA,ON,OSHAWA,7731,,59676.0,1992-09-01,1992-10-20
SYNID0200615056,CA,AB,EDMONTON,2542,5.0,7490766.0,1994-12-25,1996-05-07
SYNID0200615354,CA,,other,9212,10.0,692959.0,1997-03-12,1997-01-05
SYNID0200615712,CA,ON,PICKERING,7512,1.0,230399.0,2018-08-08,2018-10-02
SYNID0200616089,CA,ON,TORONTO,7215,,13866.0,2022-05-22,2022-06-18
SYNID0200616135,CA,,other,9611,1.0,83744.0,1998-01-01,1996-09-01
SYNID0200616163,CA,AB,FORT MCMURRAY,8651,1.0,0.0,2020-12-13,2021-08-10
SYNID0200616195,CA,,other,Other,2.0,0.0,2021-04-07,
SYNID0200616355,CA,,other,4565,2.0,282804.0,1983-01-02,1993-06-15
SYNID0200616662,CA,ON,OAKVILLE,4561,1.0,59041.0,2012-04-08,2012-06-19
SYNID0200616738,CA,,other,Other,1.0,120094.0,2003-04-09,2003-08-29
SYNID0200616826,CA,ON,SCARBOROUGH,4231,1.0,226582.0,,2019-03-08
SYNID0200616929,CA,AB,CALGARY,8669,1.0,0.0,2023-11-05,2023-12-29
SYNID0200616972,CA,,other,4219,2.0,195155.0,2020-09-09,2020-11-26
SYNID0200617150,CA,ON,CAMBRIDGE,0311,1.0,0.0,2020-01-22,2020-12-27
SYNID0200617193,CA,ON,TORONTO,7771,,115619.0,2014-08-15,2014-10-04
SYNID0200617281,CA,ON,LONDON,7771,,1194750.0,2017-06-12,2016-05-02
SYNID0200617351,CA,,other,Other,1.0,0.0,2020-10-27,2020-12-03
SYNID0200617355,CA,,other,4561,2.0,42675.0,2016-10-17,2018-01-12
SYNID0200617361,CA,BC,LANGLEY,Other,5.0,0.0,2024-11-22,2024-12-26
SYNID0200617431,CA,,other,6312,20.0,10093109.0,2019-06-23,
SYNID0200617513,CA,BC,SURREY,7215,1.0,573250.0,2003-08-24,2006-11-29
SYNID0200617733,CA,ON,LONDON,0139,2.0,0.0,2024-11-21,
SYNID0200617845,CA,,other,7215,1.0,278.0,1997-02-18,2005-09-20
SYNID0200617860,CA,MB,WINNIPEG,Other,0.0,,2011-05-18,2011-05-26
SYNID0200618004,CA,,other,Other,,267125.0,2000-11-14,2007-07-03
SYNID0200618065,CA,ON,ETOBICOKE,4013,1.0,0.0,2024-05-19,2024-11-26
SYNID0200618201,CA,BC,VICTORIA,4411,0.0,0.0,2022-03-26,2022-10-25
SYNID0200618257,CA,AB,EDMONTON,7759,1.0,0.0,2021-03-11,2021-07-18
SYNID0200618304,CA,ON,ETOBICOKE,7742,0.0,117495.0,2003-10-31,2003-12-27
SYNID0200618327,CA,QC,MONTREAL,4561,5.144662385529592,977467.0,2013-09-11,2013-09-13
SYNID0200618332,CA,ON,SCARBOROUGH,6351,5.0,1301985.0,1997-10-26,2004-10-25
SYNID0200618402,CA,ON,TORONTO,8651,0.0,621500.0,2017-12-22,2017-12-28
